"i","j","x"
3376,42,1
3540,42,1
4146,42,1
6138,42,1
6957,42,1
7210,42,1
7211,42,1
7768,42,1
7887,42,1
43,43,1
163,43,1
317,43,1
376,43,1
406,43,1
526,43,1
529,43,1
553,43,1
656,43,1
781,43,1
1180,43,1
1255,43,1
1374,43,1
1432,43,1
1493,43,1
1615,43,1
1895,43,1
2041,43,1
2440,43,1
2498,43,1
2677,43,1
2735,43,1
2749,43,1
2798,43,1
2801,43,1
2935,43,1
3008,43,1
3009,43,1
3045,43,1
3085,43,1
3115,43,1
3435,43,1
3518,43,1
3592,43,1
3599,43,1
3631,43,1
3649,43,1
3701,43,1
3937,43,1
3968,43,1
4051,43,1
4232,43,1
4268,43,1
4427,43,1
4485,43,1
4486,43,1
4533,43,1
4557,43,1
4786,43,1
4903,43,1
4906,43,1
5254,43,1
5596,43,1
6321,43,1
6456,43,1
6617,43,1
6690,43,1
6768,43,1
7110,43,1
7263,43,1
7390,43,1
7511,43,1
7673,43,1
7952,43,1
7994,43,1
7998,43,1
28,44,1
91,44,1
176,44,1
189,44,1
210,44,1
220,44,1
253,44,1
256,44,1
460,44,1
504,44,1
508,44,1
518,44,1
601,44,1
692,44,1
696,44,1
701,44,1
703,44,1
714,44,1
739,44,1
745,44,1
756,44,1
760,44,1
797,44,1
798,44,1
825,44,1
844,44,1
847,44,1
874,44,1
911,44,1
931,44,1
936,44,1
948,44,1
997,44,1
1004,44,1
1013,44,1
1029,44,1
1045,44,1
1088,44,1
1089,44,1
1095,44,1
1172,44,1
1238,44,1
1275,44,1
1278,44,1
1312,44,1
1327,44,1
1349,44,1
1377,44,1
1397,44,1
1425,44,1
1443,44,1
1445,44,1
1460,44,1
1472,44,1
1482,44,1
1498,44,1
1508,44,1
1513,44,1
1523,44,1
1538,44,1
1553,44,1
1594,44,1
1625,44,1
1636,44,1
1658,44,1
1692,44,1
1781,44,1
1843,44,1
1857,44,1
1858,44,1
1901,44,1
1949,44,1
1956,44,1
1993,44,1
2019,44,1
2069,44,1
2073,44,1
2085,44,1
2104,44,1
2146,44,1
2198,44,1
2245,44,1
2251,44,1
2261,44,1
2282,44,1
2317,44,1
2320,44,1
2331,44,1
2374,44,1
2388,44,1
2392,44,1
2417,44,1
2435,44,1
2467,44,1
2473,44,1
2479,44,1
2494,44,1
2514,44,1
2537,44,1
2552,44,1
2562,44,1
2572,44,1
2585,44,1
2601,44,1
2605,44,1
2620,44,1
2639,44,1
2686,44,1
2729,44,1
2760,44,1
2834,44,1
2853,44,1
2856,44,1
2872,44,1
2880,44,1
2909,44,1
2929,44,1
2959,44,1
2972,44,1
3010,44,1
3066,44,1
3069,44,1
3092,44,1
3097,44,1
3098,44,1
3100,44,1
3111,44,1
3148,44,1
3158,44,1
3188,44,1
3234,44,1
3250,44,1
3254,44,1
3258,44,1
3297,44,1
3318,44,1
3360,44,1
3373,44,1
3396,44,1
3423,44,1
3453,44,1
3459,44,1
3490,44,1
3526,44,1
3531,44,1
3562,44,1
3574,44,1
3604,44,1
3605,44,1
3704,44,1
3716,44,1
3718,44,1
3765,44,1
3768,44,1
3776,44,1
3797,44,1
3800,44,1
3803,44,1
3819,44,1
3915,44,1
3927,44,1
3975,44,1
3987,44,1
4003,44,1
4029,44,1
4054,44,1
4077,44,1
4091,44,1
4106,44,1
4147,44,1
4149,44,1
4150,44,1
4216,44,1
4223,44,1
4271,44,1
4303,44,1
4330,44,1
4333,44,1
4337,44,1
4345,44,1
4373,44,1
4375,44,1
4403,44,1
4404,44,1
4408,44,1
4434,44,1
4466,44,1
4473,44,1
4514,44,1
4537,44,1
4559,44,1
4576,44,1
4582,44,1
4618,44,1
4639,44,1
4661,44,1
4667,44,1
4721,44,1
4757,44,1
4803,44,1
4808,44,1
4855,44,1
4919,44,1
4945,44,1
4962,44,1
4965,44,1
4991,44,1
5020,44,1
5106,44,1
5146,44,1
5153,44,1
5197,44,1
5201,44,1
5209,44,1
5211,44,1
5213,44,1
5223,44,1
5231,44,1
5258,44,1
5345,44,1
5357,44,1
5435,44,1
5472,44,1
5485,44,1
5511,44,1
5518,44,1
5570,44,1
5610,44,1
5630,44,1
5690,44,1
5706,44,1
5752,44,1
5778,44,1
5779,44,1
5789,44,1
5792,44,1
5797,44,1
5808,44,1
5831,44,1
5840,44,1
5843,44,1
5907,44,1
5921,44,1
5925,44,1
5934,44,1
5955,44,1
5980,44,1
5983,44,1
5995,44,1
6030,44,1
6048,44,1
6074,44,1
6080,44,1
6102,44,1
6110,44,1
6143,44,1
6184,44,1
6196,44,1
6200,44,1
6215,44,1
6258,44,1
6269,44,1
6277,44,1
6448,44,1
6493,44,1
6516,44,1
6537,44,1
6540,44,1
6542,44,1
6546,44,1
6573,44,1
6577,44,1
6588,44,1
6611,44,1
6631,44,1
6666,44,1
6685,44,1
6696,44,1
6738,44,1
6748,44,1
6809,44,1
6866,44,1
6879,44,1
6894,44,1
6897,44,1
6898,44,1
6911,44,1
6926,44,1
6940,44,1
6964,44,1
6966,44,1
6971,44,1
6972,44,1
6991,44,1
6996,44,1
7037,44,1
7046,44,1
7076,44,1
7079,44,1
7105,44,1
7120,44,1
7138,44,1
7160,44,1
7227,44,1
7232,44,1
7252,44,1
7292,44,1
7298,44,1
7305,44,1
7329,44,1
7404,44,1
7416,44,1
7486,44,1
7490,44,1
7514,44,1
7542,44,1
7552,44,1
7604,44,1
7642,44,1
7705,44,1
7727,44,1
7734,44,1
7765,44,1
7845,44,1
7852,44,1
7860,44,1
7900,44,1
7906,44,1
7922,44,1
7923,44,1
7941,44,1
7981,44,1
7992,44,1
8028,44,1
296,45,1
1277,45,1
1621,45,1
2059,45,1
2310,45,1
3869,45,1
4416,45,1
4853,45,1
4948,45,1
5523,45,1
6036,45,1
6054,45,1
6101,45,1
7081,45,1
7427,45,1
7859,45,1
733,46,1
1003,46,1
1252,46,1
2827,46,1
3714,46,1
3816,46,1
4395,46,1
5132,46,1
6045,46,1
6734,46,1
7405,46,1
7548,46,1
257,47,1
316,47,1
494,47,1
520,47,1
533,47,1
1384,47,1
1450,47,1
1501,47,1
1652,47,1
2193,47,1
2254,47,1
2681,47,1
2776,47,1
2858,47,1
3082,47,1
3319,47,1
3946,47,1
3969,47,1
3978,47,1
4048,47,1
4376,47,1
4836,47,1
5378,47,1
5416,47,1
5421,47,1
5423,47,1
5821,47,1
5849,47,1
5859,47,1
5896,47,1
5947,47,1
6083,47,1
6183,47,1
6553,47,1
6660,47,1
7381,47,1
7750,47,1
7938,47,1
70,48,1
332,48,1
415,48,1
458,48,1
547,48,1
611,48,1
653,48,1
657,48,1
679,48,1
725,48,1
757,48,1
824,48,1
939,48,1
964,48,1
986,48,1
1005,48,1
1100,48,1
1143,48,1
1181,48,1
1306,48,1
1320,48,1
1350,48,1
1391,48,1
1413,48,1
1527,48,1
1550,48,1
1672,48,1
1756,48,1
1825,48,1
1844,48,1
1906,48,1
1960,48,1
2145,48,1
2279,48,1
2300,48,1
2309,48,1
2323,48,1
2359,48,1
2442,48,1
2734,48,1
2882,48,1
2934,48,1
2948,48,1
2973,48,1
3041,48,1
3229,48,1
3230,48,1
3307,48,1
3345,48,1
3399,48,1
3404,48,1
3528,48,1
3529,48,1
3553,48,1
3570,48,1
3619,48,1
3686,48,1
3761,48,1
3775,48,1
3778,48,1
3796,48,1
3823,48,1
3958,48,1
4110,48,1
4122,48,1
4321,48,1
4322,48,1
4398,48,1
4417,48,1
4609,48,1
4705,48,1
4708,48,1
4804,48,1
4894,48,1
4915,48,1
5090,48,1
5212,48,1
5243,48,1
5253,48,1
5372,48,1
5387,48,1
5600,48,1
5760,48,1
5889,48,1
5903,48,1
5912,48,1
5982,48,1
6180,48,1
6373,48,1
6425,48,1
6520,48,1
6639,48,1
6726,48,1
6780,48,1
6863,48,1
6934,48,1
6941,48,1
7087,48,1
7125,48,1
7282,48,1
7297,48,1
7354,48,1
7422,48,1
7448,48,1
7451,48,1
7594,48,1
7655,48,1
7793,48,1
7862,48,1
7873,48,1
7946,48,1
8000,48,1
296,49,1
624,49,1
1277,49,1
1621,49,1
2059,49,1
2310,49,1
2393,49,1
2706,49,1
2714,49,1
2979,49,1
3390,49,1
3467,49,1
3830,49,1
3869,49,1
4218,49,1
4416,49,1
4853,49,1
4948,49,1
5364,49,1
5442,49,1
5523,49,1
5571,49,1
5838,49,1
6036,49,1
6054,49,1
6101,49,1
6491,49,1
6714,49,1
6890,49,1
7081,49,1
7427,49,1
7470,49,1
7859,49,1
402,50,1
748,50,1
777,50,1
843,50,1
1002,50,1
1111,50,1
1113,50,1
1206,50,1
1209,50,1
1406,50,1
1525,50,1
1639,50,1
1661,50,1
1914,50,1
2386,50,1
2768,50,1
2854,50,1
2983,50,1
3091,50,1
3173,50,1
3417,50,1
3956,50,1
4061,50,1
4180,50,1
4460,50,1
4832,50,1
4913,50,1
4983,50,1
5050,50,1
5080,50,1
5347,50,1
5504,50,1
5608,50,1
5688,50,1
6298,50,1
6320,50,1
6627,50,1
6975,50,1
6994,50,1
7143,50,1
7205,50,1
7744,50,1
7746,50,1
7790,50,1
229,51,1
271,51,1
279,51,1
442,51,1
460,51,1
534,51,1
616,51,1
650,51,1
666,51,1
797,51,1
1313,51,1
1341,51,1
1373,51,1
1403,51,1
1409,51,1
1610,51,1
1857,51,1
1870,51,1
1943,51,1
1972,51,1
2065,51,1
2197,51,1
2320,51,1
2404,51,1
2580,51,1
2685,51,1
2888,51,1
2903,51,1
2959,51,1
2960,51,1
2998,51,1
3209,51,1
3397,51,1
3574,51,1
3629,51,1
3766,51,1
3776,51,1
3987,51,1
4018,51,1
4274,51,1
4336,51,1
4550,51,1
4601,51,1
4649,51,1
4737,51,1
4810,51,1
4954,51,1
5043,51,1
5051,51,1
5126,51,1
5127,51,1
5345,51,1
5564,51,1
5695,51,1
5696,51,1
5720,51,1
5735,51,1
6158,51,1
6327,51,1
6371,51,1
6438,51,1
6472,51,1
6493,51,1
6546,51,1
6550,51,1
6731,51,1
6770,51,1
6845,51,1
7360,51,1
7615,51,1
7649,51,1
7924,51,1
7929,51,1
9,52,1
15,52,1
35,52,1
158,52,1
272,52,1
299,52,1
320,52,1
326,52,1
587,52,1
610,52,1
818,52,1
1012,52,1
1020,52,1
1178,52,1
1190,52,1
1212,52,1
1239,52,1
1424,52,1
1507,52,1
1722,52,1
1791,52,1
1931,52,1
1978,52,1
2033,52,1
2127,52,1
2217,52,1
2403,52,1
2751,52,1
2885,52,1
2970,52,1
3119,52,1
3339,52,1
3458,52,1
3584,52,1
3617,52,1
3676,52,1
3709,52,1
3710,52,1
3973,52,1
4221,52,1
4250,52,1
4360,52,1
4396,52,1
4554,52,1
4645,52,1
4825,52,1
4940,52,1
5289,52,1
5716,52,1
5767,52,1
6163,52,1
7022,52,1
7030,52,1
7206,52,1
7207,52,1
7391,52,1
7641,52,1
7874,52,1
794,53,1
946,53,1
1449,53,1
1911,53,1
2158,53,1
2360,53,1
2438,53,1
2516,53,1
2862,53,1
3433,53,1
3471,53,1
3657,53,1
3767,53,1
4047,53,1
4382,53,1
5115,53,1
6063,53,1
6419,53,1
7192,53,1
7733,53,1
732,54,1
925,54,1
957,54,1
1186,54,1
1280,54,1
1524,54,1
1606,54,1
1810,54,1
2577,54,1
3243,54,1
3906,54,1
4078,54,1
4295,54,1
4374,54,1
4978,54,1
5157,54,1
5261,54,1
5573,54,1
5616,54,1
5684,54,1
5857,54,1
6116,54,1
6131,54,1
6752,54,1
7099,54,1
7118,54,1
7280,54,1
7510,54,1
7617,54,1
7738,54,1
7895,54,1
7980,54,1
69,55,1
790,55,1
980,55,1
1513,55,1
1571,55,1
1919,55,1
2152,55,1
2213,55,1
2414,55,1
2446,55,1
2652,55,1
2869,55,1
3635,55,1
3668,55,1
4827,55,1
5009,55,1
5134,55,1
5402,55,1
5795,55,1
5827,55,1
6107,55,1
7621,55,1
7696,55,1
7880,55,1
65,56,1
281,56,1
890,56,1
941,56,1
1777,56,1
2124,56,1
2334,56,1
2597,56,1
2644,56,1
2809,56,1
3245,56,1
3813,56,1
3956,56,1
4123,56,1
4173,56,1
4186,56,1
4236,56,1
4482,56,1
4832,56,1
5096,56,1
5460,56,1
5581,56,1
6625,56,1
6915,56,1
6994,56,1
7080,56,1
7293,56,1
7418,56,1
7737,56,1
7744,56,1
7746,56,1
7810,56,1
906,57,1
1505,57,1
3020,57,1
3060,57,1
4130,57,1
4838,57,1
5055,57,1
5139,57,1
5354,57,1
5657,57,1
5801,57,1
7032,57,1
7278,57,1
8029,57,1
243,58,1
462,58,1
1846,58,1
1862,58,1
2531,58,1
3573,58,1
4777,58,1
5391,58,1
6297,58,1
6455,58,1
7328,58,1
7546,58,1
109,59,1
262,59,1
443,59,1
501,59,1
1084,59,1
1399,59,1
1465,59,1
1596,59,1
1675,59,1
2565,59,1
2998,59,1
3134,59,1
3286,59,1
3352,59,1
3849,59,1
4044,59,1
4276,59,1
4814,59,1
4905,59,1
4918,59,1
4980,59,1
5465,59,1
5604,59,1
6081,59,1
6160,59,1
6519,59,1
6635,59,1
6881,59,1
7064,59,1
7215,59,1
7253,59,1
7296,59,1
8011,59,1
94,60,1
139,60,1
154,60,1
164,60,1
179,60,1
197,60,1
231,60,1
239,60,1
246,60,1
295,60,1
316,60,1
343,60,1
382,60,1
424,60,1
481,60,1
486,60,1
520,60,1
533,60,1
546,60,1
671,60,1
700,60,1
720,60,1
722,60,1
752,60,1
775,60,1
828,60,1
877,60,1
891,60,1
1058,60,1
1091,60,1
1104,60,1
1121,60,1
1153,60,1
1415,60,1
1418,60,1
1440,60,1
1450,60,1
1473,60,1
1474,60,1
1501,60,1
1541,60,1
1561,60,1
1569,60,1
1599,60,1
1652,60,1
1670,60,1
1674,60,1
1741,60,1
1766,60,1
1787,60,1
1798,60,1
1936,60,1
1946,60,1
1962,60,1
1979,60,1
2021,60,1
2178,60,1
2232,60,1
2250,60,1
2254,60,1
2299,60,1
2621,60,1
2681,60,1
2761,60,1
2776,60,1
2779,60,1
2802,60,1
2842,60,1
2858,60,1
2966,60,1
2981,60,1
3004,60,1
3082,60,1
3213,60,1
3251,60,1
3267,60,1
3276,60,1
3361,60,1
3362,60,1
3386,60,1
3402,60,1
3405,60,1
3440,60,1
3486,60,1
3498,60,1
3581,60,1
3612,60,1
3613,60,1
3628,60,1
3643,60,1
3651,60,1
3652,60,1
3655,60,1
3695,60,1
3721,60,1
3750,60,1
3786,60,1
3928,60,1
3969,60,1
3978,60,1
4056,60,1
4058,60,1
4074,60,1
4098,60,1
4163,60,1
4187,60,1
4201,60,1
4215,60,1
4231,60,1
4282,60,1
4288,60,1
4344,60,1
4406,60,1
4449,60,1
4517,60,1
4558,60,1
4578,60,1
4658,60,1
4698,60,1
4703,60,1
4711,60,1
4725,60,1
4744,60,1
4769,60,1
4774,60,1
4780,60,1
4836,60,1
4863,60,1
4864,60,1
4892,60,1
4927,60,1
4929,60,1
4939,60,1
4947,60,1
4960,60,1
4995,60,1
5069,60,1
5076,60,1
5167,60,1
5206,60,1
5250,60,1
5275,60,1
5331,60,1
5332,60,1
5352,60,1
5378,60,1
5416,60,1
5421,60,1
5423,60,1
5441,60,1
5496,60,1
5503,60,1
5543,60,1
5545,60,1
5712,60,1
5718,60,1
5750,60,1
5780,60,1
5796,60,1
5849,60,1
5856,60,1
5859,60,1
5896,60,1
5906,60,1
5941,60,1
5947,60,1
5974,60,1
6083,60,1
6092,60,1
6105,60,1
6146,60,1
6187,60,1
6268,60,1
6282,60,1
6313,60,1
6461,60,1
6523,60,1
6525,60,1
6660,60,1
6672,60,1
6680,60,1
6681,60,1
6688,60,1
6691,60,1
6697,60,1
6769,60,1
6772,60,1
6796,60,1
6882,60,1
6886,60,1
6962,60,1
6997,60,1
7017,60,1
7148,60,1
7185,60,1
7235,60,1
7240,60,1
7246,60,1
7275,60,1
7286,60,1
7334,60,1
7364,60,1
7369,60,1
7372,60,1
7445,60,1
7480,60,1
7515,60,1
7614,60,1
7679,60,1
7698,60,1
7750,60,1
7781,60,1
7815,60,1
7821,60,1
7848,60,1
7855,60,1
7866,60,1
7983,60,1
7999,60,1
8012,60,1
131,61,1
313,61,1
402,61,1
435,61,1
651,61,1
681,61,1
748,61,1
777,61,1
788,61,1
843,61,1
850,61,1
878,61,1
884,61,1
908,61,1
1002,61,1
1041,61,1
1062,61,1
1111,61,1
1113,61,1
1163,61,1
1206,61,1
1209,61,1
1406,61,1
1488,61,1
1525,61,1
1639,61,1
1661,61,1
1757,61,1
1914,61,1
2116,61,1
2237,61,1
2351,61,1
2386,61,1
2603,61,1
2610,61,1
2700,61,1
2767,61,1
2768,61,1
2770,61,1
2782,61,1
2854,61,1
2983,61,1
3007,61,1
3047,61,1
3091,61,1
3114,61,1
3128,61,1
3173,61,1
3183,61,1
3189,61,1
3270,61,1
3281,61,1
3312,61,1
3417,61,1
3494,61,1
3687,61,1
3759,61,1
3956,61,1
3977,61,1
4061,61,1
4180,61,1
4307,61,1
4315,61,1
4384,61,1
4432,61,1
4437,61,1
4460,61,1
4496,61,1
4512,61,1
4534,61,1
4615,61,1
4832,61,1
4907,61,1
4913,61,1
4953,61,1
4977,61,1
4983,61,1
5050,61,1
5054,61,1
5080,61,1
5191,61,1
5321,61,1
5347,61,1
5408,61,1
5504,61,1
5608,61,1
5637,61,1
5654,61,1
5688,61,1
5729,61,1
5751,61,1
6162,61,1
6298,61,1
6320,61,1
6416,61,1
6513,61,1
6517,61,1
6576,61,1
6627,61,1
6628,61,1
6800,61,1
6854,61,1
6865,61,1
6975,61,1
6987,61,1
6994,61,1
7060,61,1
7143,61,1
7197,61,1
7205,61,1
7245,61,1
7321,61,1
7389,61,1
7512,61,1
7531,61,1
7566,61,1
7650,61,1
7744,61,1
7746,61,1
7790,61,1
7808,61,1
46,62,1
52,62,1
168,62,1
237,62,1
242,62,1
284,62,1
321,62,1
369,62,1
632,62,1
697,62,1
792,62,1
804,62,1
917,62,1
1035,62,1
1183,62,1
1184,62,1
1326,62,1
1393,62,1
1573,62,1
1588,62,1
1600,62,1
1620,62,1
2008,62,1
2050,62,1
2052,62,1
2166,62,1
2179,62,1
2384,62,1
2460,62,1
2507,62,1
2636,62,1
2662,62,1
2765,62,1
2818,62,1
2889,62,1
2946,62,1
3166,62,1
3190,62,1
3202,62,1
3217,62,1
3290,62,1
3363,62,1
3451,62,1
3557,62,1
3814,62,1
3879,62,1
4017,62,1
4041,62,1
4239,62,1
4414,62,1
4424,62,1
4448,62,1
4595,62,1
4660,62,1
4736,62,1
4765,62,1
4770,62,1
4805,62,1
4820,62,1
5219,62,1
5315,62,1
5420,62,1
5592,62,1
5629,62,1
5841,62,1
5862,62,1
5920,62,1
5975,62,1
6071,62,1
6148,62,1
6259,62,1
6291,62,1
6377,62,1
6497,62,1
6505,62,1
6518,62,1
6613,62,1
6754,62,1
6832,62,1
6988,62,1
6998,62,1
7078,62,1
7326,62,1
7327,62,1
7340,62,1
7347,62,1
7352,62,1
7535,62,1
7537,62,1
7553,62,1
7592,62,1
7684,62,1
7813,62,1
7841,62,1
8009,62,1
307,63,1
905,63,1
1241,63,1
1262,63,1
1305,63,1
1521,63,1
2201,63,1
3025,63,1
3864,63,1
3938,63,1
4851,63,1
6858,63,1
7717,63,1
133,64,1
192,64,1
822,64,1
851,64,1
1171,64,1
1191,64,1
1583,64,1
2400,64,1
2977,64,1
3429,64,1
3758,64,1
3837,64,1
4421,64,1
4602,64,1
4973,64,1
6567,64,1
6658,64,1
6716,64,1
7004,64,1
7169,64,1
1753,65,1
2035,65,1
2722,65,1
3770,65,1
4219,65,1
4335,65,1
5027,65,1
5113,65,1
5237,65,1
5284,65,1
6799,65,1
7820,65,1
157,66,1
265,66,1
315,66,1
339,66,1
340,66,1
364,66,1
467,66,1
493,66,1
523,66,1
559,66,1
746,66,1
805,66,1
1009,66,1
1015,66,1
1087,66,1
1217,66,1
1289,66,1
1307,66,1
1343,66,1
1375,66,1
1388,66,1
1448,66,1
1655,66,1
1704,66,1
1918,66,1
1985,66,1
2154,66,1
2316,66,1
2584,66,1
2643,66,1
2645,66,1
2667,66,1
2691,66,1
2704,66,1
2721,66,1
2766,66,1
2774,66,1
3007,66,1
3135,66,1
3145,66,1
3171,66,1
3205,66,1
3228,66,1
3296,66,1
3442,66,1
3506,66,1
3564,66,1
3594,66,1
3658,66,1
3925,66,1
4046,66,1
4060,66,1
4162,66,1
4315,66,1
4334,66,1
4365,66,1
4412,66,1
4464,66,1
4540,66,1
4619,66,1
4693,66,1
4768,66,1
4783,66,1
4880,66,1
4970,66,1
4972,66,1
4997,66,1
5138,66,1
5193,66,1
5216,66,1
5451,66,1
5568,66,1
5659,66,1
5727,66,1
5853,66,1
5928,66,1
6012,66,1
6070,66,1
6170,66,1
6278,66,1
6300,66,1
6347,66,1
6421,66,1
6427,66,1
6524,66,1
6623,66,1
6665,66,1
6758,66,1
6869,66,1
6970,66,1
7091,66,1
7170,66,1
7425,66,1
7443,66,1
7455,66,1
7458,66,1
7558,66,1
7601,66,1
7681,66,1
7712,66,1
7716,66,1
7802,66,1
7831,66,1
7883,66,1
7910,66,1
7953,66,1
117,67,1
377,67,1
424,67,1
573,67,1
578,67,1
605,67,1
1210,67,1
1853,67,1
2564,67,1
2910,67,1
3298,67,1
3478,67,1
3753,67,1
4118,67,1
4551,67,1
5248,67,1
5271,67,1
5612,67,1
5681,67,1
6363,67,1
6629,67,1
6762,67,1
7113,67,1
106,68,1
389,68,1
1033,68,1
1456,68,1
1654,68,1
2298,68,1
2457,68,1
3654,68,1
5249,68,1
5542,68,1
5905,68,1
5964,68,1
7175,68,1
28,69,1
42,69,1
43,69,1
44,69,1
61,69,1
69,69,1
85,69,1
86,69,1
91,69,1
109,69,1
117,69,1
127,69,1
128,69,1
132,69,1
160,69,1
162,69,1
176,69,1
181,69,1
187,69,1
189,69,1
205,69,1
210,69,1
212,69,1
220,69,1
227,69,1
229,69,1
249,69,1
253,69,1
256,69,1
262,69,1
270,69,1
271,69,1
279,69,1
281,69,1
304,69,1
317,69,1
332,69,1
350,69,1
361,69,1
377,69,1
398,69,1
437,69,1
442,69,1
443,69,1
459,69,1
460,69,1
478,69,1
495,69,1
501,69,1
504,69,1
508,69,1
518,69,1
519,69,1
531,69,1
534,69,1
539,69,1
540,69,1
543,69,1
547,69,1
560,69,1
573,69,1
578,69,1
589,69,1
601,69,1
602,69,1
609,69,1
616,69,1
617,69,1
619,69,1
650,69,1
655,69,1
656,69,1
665,69,1
666,69,1
692,69,1
696,69,1
699,69,1
701,69,1
703,69,1
714,69,1
716,69,1
739,69,1
744,69,1
745,69,1
756,69,1
760,69,1
771,69,1
781,69,1
790,69,1
797,69,1
798,69,1
822,69,1
824,69,1
825,69,1
835,69,1
841,69,1
844,69,1
847,69,1
857,69,1
874,69,1
911,69,1
931,69,1
936,69,1
939,69,1
948,69,1
949,69,1
952,69,1
961,69,1
980,69,1
997,69,1
1004,69,1
1005,69,1
1011,69,1
1013,69,1
1022,69,1
1029,69,1
1031,69,1
1045,69,1
1063,69,1
1070,69,1
1084,69,1
1088,69,1
1089,69,1
1095,69,1
1103,69,1
1112,69,1
1126,69,1
1132,69,1
1133,69,1
1135,69,1
1142,69,1
1143,69,1
1168,69,1
1172,69,1
1174,69,1
1185,69,1
1193,69,1
1210,69,1
1238,69,1
1251,69,1
1255,69,1
1275,69,1
1278,69,1
1279,69,1
1291,69,1
1293,69,1
1306,69,1
1312,69,1
1313,69,1
1320,69,1
1327,69,1
1341,69,1
1349,69,1
1350,69,1
1359,69,1
1366,69,1
1373,69,1
1377,69,1
1379,69,1
1382,69,1
1391,69,1
1397,69,1
1399,69,1
1403,69,1
1406,69,1
1409,69,1
1413,69,1
1425,69,1
1443,69,1
1445,69,1
1460,69,1
1465,69,1
1466,69,1
1469,69,1
1472,69,1
1482,69,1
1493,69,1
1498,69,1
1508,69,1
1513,69,1
1523,69,1
1525,69,1
1527,69,1
1538,69,1
1539,69,1
1546,69,1
1550,69,1
1553,69,1
1556,69,1
1571,69,1
1594,69,1
1596,69,1
1610,69,1
1625,69,1
1628,69,1
1636,69,1
1649,69,1
1658,69,1
1661,69,1
1672,69,1
1675,69,1
1686,69,1
1692,69,1
1695,69,1
1729,69,1
1730,69,1
1738,69,1
1756,69,1
1768,69,1
1769,69,1
1771,69,1
1777,69,1
1778,69,1
1781,69,1
1806,69,1
1811,69,1
1820,69,1
1822,69,1
1825,69,1
1830,69,1
1837,69,1
1843,69,1
1853,69,1
1857,69,1
1858,69,1
1870,69,1
1884,69,1
1886,69,1
1901,69,1
1906,69,1
1908,69,1
1914,69,1
1919,69,1
1929,69,1
1943,69,1
1949,69,1
1956,69,1
1960,69,1
1972,69,1
1993,69,1
2014,69,1
2019,69,1
2044,69,1
2065,69,1
2069,69,1
2073,69,1
2085,69,1
2104,69,1
2120,69,1
2124,69,1
2146,69,1
2152,69,1
2197,69,1
2198,69,1
2208,69,1
2213,69,1
2226,69,1
2229,69,1
2236,69,1
2245,69,1
2249,69,1
2251,69,1
2252,69,1
2261,69,1
2262,69,1
2282,69,1
2283,69,1
2284,69,1
2303,69,1
2309,69,1
2317,69,1
2320,69,1
2323,69,1
2331,69,1
2350,69,1
2361,69,1
2362,69,1
2374,69,1
2375,69,1
2377,69,1
2383,69,1
2386,69,1
2387,69,1
2388,69,1
2390,69,1
2392,69,1
2394,69,1
2401,69,1
2404,69,1
2407,69,1
2413,69,1
2414,69,1
2416,69,1
2417,69,1
2419,69,1
2430,69,1
2433,69,1
2435,69,1
2437,69,1
2439,69,1
2446,69,1
2455,69,1
2467,69,1
2473,69,1
2479,69,1
2493,69,1
2494,69,1
2496,69,1
2498,69,1
2514,69,1
2537,69,1
2540,69,1
2545,69,1
2552,69,1
2562,69,1
2564,69,1
2565,69,1
2568,69,1
2572,69,1
2580,69,1
2585,69,1
2590,69,1
2593,69,1
2601,69,1
2605,69,1
2616,69,1
2620,69,1
2630,69,1
2631,69,1
2639,69,1
2652,69,1
2656,69,1
2685,69,1
2686,69,1
2688,69,1
2702,69,1
2704,69,1
2709,69,1
2729,69,1
2735,69,1
2749,69,1
2752,69,1
2760,69,1
2809,69,1
2816,69,1
2834,69,1
2853,69,1
2856,69,1
2869,69,1
2872,69,1
2880,69,1
2887,69,1
2888,69,1
2903,69,1
2909,69,1
2910,69,1
2917,69,1
2920,69,1
2929,69,1
2934,69,1
2936,69,1
2945,69,1
2948,69,1
2959,69,1
2960,69,1
2967,69,1
2968,69,1
2972,69,1
2973,69,1
2977,69,1
2998,69,1
3002,69,1
3005,69,1
3008,69,1
3010,69,1
3013,69,1
3031,69,1
3045,69,1
3049,69,1
3066,69,1
3068,69,1
3069,69,1
3085,69,1
3092,69,1
3097,69,1
3098,69,1
3100,69,1
3111,69,1
3134,69,1
3148,69,1
3158,69,1
3160,69,1
3173,69,1
3182,69,1
3188,69,1
3209,69,1
3215,69,1
3222,69,1
3224,69,1
3229,69,1
3230,69,1
3234,69,1
3239,69,1
3246,69,1
3249,69,1
3250,69,1
3254,69,1
3256,69,1
3257,69,1
3258,69,1
3269,69,1
3286,69,1
3297,69,1
3298,69,1
3311,69,1
3318,69,1
3341,69,1
3345,69,1
3352,69,1
3360,69,1
3366,69,1
3373,69,1
3392,69,1
3396,69,1
3397,69,1
3399,69,1
3409,69,1
3414,69,1
3423,69,1
3425,69,1
3429,69,1
3431,69,1
3453,69,1
3459,69,1
3478,69,1
3490,69,1
3499,69,1
3507,69,1
3518,69,1
3523,69,1
3526,69,1
3529,69,1
3531,69,1
3550,69,1
3551,69,1
3562,69,1
3574,69,1
3592,69,1
3599,69,1
3604,69,1
3605,69,1
3609,69,1
3619,69,1
3629,69,1
3631,69,1
3635,69,1
3638,69,1
