item,description,week,price,units
12,SHOCK TOP 6PK                       ,06,8.49,1
224,SIERRA  NEVADA SEASONAL 6PK         ,06,8.99,2
226,SIERRA NEV PALE ALE 12PK            ,06,16.99,5
225,SIERRA NEV TORPEDO 6PK              ,06,8.99,5
229,SIERRA NEVADA NOONER PILSNER        ,06,8.99,3
223,SIERRA NEVADA VTY 12PK              ,06,16.99,2
202,SILVER CITY SEASONAL                ,06,8.39,1
218,SNOQUALMIE COPPERHEAD PALE          ,06,4.69,10
221,SNOQUALMIE FALLS SEASONAL           ,06,4.69,6
222,SNOQUALMIE LIMITED RELEASE 22       ,06,6.09,1
220,SNOQUALMIE STEAM PORTER             ,06,4.69,1
219,SNOQUALMIE WILDCAT IPA 22OZ BTL     ,06,4.10375,5
179,STELLA ARTOIS 12PK BTL              ,06,15.49,8
178,STELLA ARTOIS 6PK BTL               ,06,8.59,12
19,STELLA CIDRE 6 PK                   ,06,9.19,3
91,STONE ARROGANT BASTARD 22           ,06,4.69,2
90,STONE RUINATION IPA 22              ,06,5.59,4
321,STRONGBOW GOLD CIDER 6PK            ,06,8.99,1
268,TWO BEERS EVO IPA 6PK CAN           ,06,9.49,3
269,TWO BEERS IMMERSION AMBER CANS      ,06,9.49,3
109,UINTA HOP NOSH IPA 6PK CAN          ,06,8.89,7
64,WEINHARDS PRIVATE RESERVE 12PK      ,06,11.99,1
63,WEINHARDS PRIVATE RESERVE 6PK       ,06,6.49,3
103,WIDMER HEFEWEIZEN 6PK               ,06,8.99,7
105,WIDMER OMISSION LAGER 6 PK          ,06,9.29,2
106,WIDMER OMISSION PALE 6PK            ,06,9.29,4
286,WORTHY IMPERIAL IPA 22              ,06,5.19,3
241,10 BARREL APOCALYPSE IPA 22         ,07,3.99,1
242,10 BARREL APOCALYPSE IPA 6PK        ,07,9.29,5
244,10 BARREL BREWING PRAY FOR SNOW WINT,07,9.29,3
240,10 BARREL SEASONAL 22               ,07,7.49,1
251,2 TOWNS BAD APPLE CIDER             ,07,6.59,4
252,2 TOWNS CIDER GINJANINJA 6PK        ,07,6.2925,3
250,2 TOWNS CRISP APPLE CIDER           ,07,4.69,2
297,21ST AMENDMENT SEASONAL 6PK CAN     ,07,8.99,1
298,21ST AMENDMNT BREW FREE IPA 6PK     ,07,8.99,2
66,ALASKAN AMBER 6PK                   ,07,8.99,2
69,ALASKAN FREERIDE APA 6PK            ,07,8.99,2
74,ALASKAN HOPTHERMIA 4PK              ,07,9.39,1
68,ALASKAN ICY IPA 6PK                 ,07,8.99,2
71,ALASKAN PILOT SERIES 22             ,07,8.39,2
67,ALASKAN SEASONAL 6PK                ,07,8.99,3
270,AMERICAN BLONDE                     ,07,3.79,1
271,AMERICAN BREWING IPA 22             ,07,3.79,3
335,ANDERSON VALLEY BRBN BRL STOUT      ,07,9.39,4
309,ANGRY ORCH GREEN APPLE 6PK          ,07,8.99,1
308,ANGRY ORCHARD CRISP APL 16 CAN      ,07,1.89,2
317,ANGRY ORCHARD CRISP APL 6PK         ,07,7.99,1
311,ANGRY ORCHARD GREEN APPLE           ,07,1.89,1
307,ANGRY ORCHARD SEASONAL 6PK          ,07,7.99,1
312,ANGRY ORCHARD STONE DRY CIDER 6PK   ,07,8.99,1
304,ANGRY ORCHARD VTY 12PK              ,07,16.99,1
287,ATLAS BLKBRY APPLE CIDER            ,07,6.09,3
277,BALEBREAKER TOPCUTTER IPA           ,07,8.99,4
133,BEAR RACER 5 IPA                    ,07,11.19,3
132,BEAR REPUBLIC BLACK STOUT           ,07,4.69,6
131,BEAR REPUBLIC RACER 5 IPA 22        ,07,4.69,5
215,BECKS 24OZ BTL                      ,07,2.29,3
248,BELLEVUE BREWING 425 PALE           ,07,4.19,1
31,BITBURGER 4PK CAN                   ,07,5.35666666666667,3
255,BLACK RAVEN ROTATING IPA            ,07,4.69,4
254,BLACK RAVEN TRICKSTER IPA 22        ,07,4.69,6
2,BLUE MOUNTAIN DRY CIDER 4PK         ,07,10.29,1
113,BLUEMOON 12PK                       ,07,16.99,4
112,BLUEMOON 6PK                        ,07,8.99,3
296,BREAKSIDE WANDERLUST 22             ,07,4.69,6
342,BRIDGEPORT HOP CZAR IPA 6PK         ,07,8.99,1
11,BUD 18PK CAN                        ,07,16.49,4
3,BUD 6PK 16 OZ CAN                   ,07,7.49,1
8,BUD 6PK BTL                         ,07,7.49,1
27,BUD LIGHT 18-12 BTL                 ,07,17.99,1
25,BUD LIGHT 24PK                      ,07,23.99,1
24,BUD LT 12PK CAN                     ,07,11.99,6
26,BUD LT 18PK CAN                     ,07,16.49,2
21,BUD LT 25 OZ CAN                    ,07,2.09,3
5,BUD LT 6PK 16 OZ CAN                ,07,7.49,3
7,BUD LT 6PK BTL                      ,07,7.49,3
22,BUD LT CHELADA 25 OZ CAN            ,07,3.19,8
14,BUD LT LIME 6PK BTL                 ,07,7.59,1
15,BUD LT PLATINUM 12PK BTL            ,07,13.99,3
16,BUD LT PLATINUM 6PK BTL             ,07,7.59,1
28,BUSCH LT 18/16OZ CANS               ,07,17.69,1
79,CASCADE LAKES HOPSMACK 6PK          ,07,8.89,1
326,CONEY ISL HARD ROOT BEER 6PK        ,07,11.99,1
118,COORS 16OZ 6PK CN                   ,07,7.49,3
120,COORS BANQUET 9PK ALUMINUM          ,07,12.49,1
121,COORS BANQUET STUBBY 6PK            ,07,7.49,2
124,Coors Light 24-12 Can               ,07,22.69,1
127,COORS LITE 16 OZ                    ,07,1.39,5
126,COORS LT 12PK BTL                   ,07,11.99,1
111,COORS LT 12PK CAN                   ,07,11.99,2
129,COORS LT 16OZ PK CN                 ,07,7.49,4
123,COORS LT 18PK CAN                   ,07,16.24,8
125,COORS LT 24OZ                       ,07,2.19,6
122,COORS LT 6PK BTL                    ,07,7.49,4
128,COORS LT 9PK ALUM BTL               ,07,12.49,3
192,CORONA 12PK BTL                     ,07,14.99,2
194,CORONA 24OZ BTL                     ,07,2.79,3
191,CORONA 6PK BTL                      ,07,8.89,3
195,CORONA LT 12PK BTL                  ,07,14.99,2
193,CORONA LT 6PK BTL                   ,07,8.89,3
236,CRABBIES GINGER BEER                ,07,3.575,4
289,D'S WICKED GREEN APPLE CIDER        ,07,7.49,3
163,DESCHUTES BLK BUTTE PORTER 6PK      ,07,8.99,4
170,DESCHUTES CHAINBRAKER W IPA         ,07,8.32333333333333,3
164,DESCHUTES CHASIN' FRESHIES IPA 22   ,07,6.09,1
160,DESCHUTES FRESH SQUEEZED IPA 6PK    ,07,10.99,4
161,DESCHUTES INVERSION IPA 6PK         ,07,8.54555555555556,9
166,DESCHUTES MIRRORPND PALE 6PK        ,07,8.49,6
162,DESCHUTES PINEDROP IPA 6PK          ,07,10.99,2
165,DESCHUTES RIVER ALE                 ,07,8.99,2
169,DESCHUTES SEASONAL 6PK              ,07,8.49,6
334,DIAMOND KNOT INDUSTRIAL IPA         ,07,5.59,1
134,DOS EQUIS AMBER 6PK                 ,07,8.39,1
135,DOS EQUIS LAGER 6PK                 ,07,8.39,2
253,ECLIPTIC ORBITER IPA 22             ,07,4.69,2
205,ELYSIAN IMPORTAL IPA 6PK            ,07,9.29,6
208,ELYSIAN MENS RM BLACK 22 OZ         ,07,8.39,3
206,ELYSIAN MENS ROOM RED ALE 22 OZ NR  ,07,4.39,2
207,ELYSIAN MENSROOM RED 6PK            ,07,9.29,3
212,ELYSIAN SPACE DUST 6PK              ,07,12.09,7
211,ELYSIAN SPACE DUST IPA              ,07,5.59,4
78,FISH TALE BEYOND PALE               ,07,4.69,1
108,FOSTERS LAGER 25.4 CAN              ,07,2.39,19
261,FREMONT SEASONAL 6PK CAN            ,07,8.99,1
259,FREMONT UNIVERSAL PALE 6PK CAN      ,07,8.99,1
247,FT GEORGE VORTEX IPA 4PK CAN        ,07,11.19,2
45,FULL SAIL IPA 6PK                   ,07,8.49,1
48,FULL SAIL PILSNER 6PK               ,07,8.49,1
43,FULL SAIL SEASONAL 6PK              ,07,8.49,2
49,FULL SAIL SESSION LAGER 12PK        ,07,12.99,2
294,GIGANTIC IPA 22                     ,07,5.19,2
94,GRATEFUL DEAD AMERICAN BEAUTY IPA   ,07,13.99,1
181,GREAT DIVIDE TITAN IPA 6PK BTL      ,07,9.39,2
234,GUINESS BLONDE 6 PK NR              ,07,8.99,3
217,HAAKE BECK NON ALCOHOL 6/12 OZ      ,07,7.49,1
186,HALES MONGOOSE IPAN 6PK CAN         ,07,7.99,1
188,HALES VARIETY 6 PK CAN              ,07,7.99,3
293,HARVESTER IPA 22                    ,07,6.09,2
153,HEINEKEN 12PK BTL                   ,07,15.6566666666667,3
152,HEINEKEN 6PK BTL                    ,07,8.89,2
180,HOEGAARDEN WHITE 6PK                ,07,9.19,2
239,HUB SEASONAL 22                     ,07,5.19,1
54,ICEHOUSE 6PK/16 CAN                 ,07,5.19,1
274,IRON HORSE IRISH DEATH              ,07,4.69,3
184,KONA BIG WAVE GLDN ALE 6PK          ,07,8.99,1
182,KONA CASTAWAY IPA 6PK               ,07,8.99,1
185,KONA ISLAND HOPPER VTY 12PK         ,07,16.99,1
183,KONA LONGBOARD LAGER 6PK            ,07,8.99,3
303,KULSHAN BASTARD KAT IPA 6 PK CAN    ,07,9.39,1
138,LAGUNITAS IPA 12PK                  ,07,17.49,1
136,LAGUNITAS IPA 6PK                   ,07,8.99,7
137,LAGUNITAS LTL SUMPN 6PK             ,07,9.99,2
332,LAURELWOOD WORKHORSE IPA 6PK        ,07,9.39,2
59,LITE 12PK 16FZ                      ,07,11.99,3
56,LITE 16oz ALUM 9PK                  ,07,12.49,1
290,MAUI BIKINI BLONDE LAGER 6PK CAN    ,07,11.19,2
9,MICHELOB ULTRA 6/12 OZ NR           ,07,7.59,5
61,MICKEYS MALT LIQ 6PK                ,07,6.49,1
81,MIKES HARDER BLK CHRY 16            ,07,1.79,7
82,MIKES HARDER CRANBRY 16             ,07,1.79,11
88,MIKES HARDER LEMONADE 16            ,07,1.79,7
86,MIKES HARDER STRBRY 16              ,07,1.79,10
89,MIKES HRDR LTD ED 16 CAN            ,07,1.79,11
84,MIKES SEASONAL 6PK                  ,07,8.99,2
197,MODELO ESPECIAL 18PK CAN            ,07,20.99,1
199,MODELO ESPECIAL 24 CAN              ,07,2.39,4
200,MODELO ESPECIAL 6PK                 ,07,8.89,1
201,NEGROMODELO 6PK                     ,07,8.89,7
155,NEW BELGIUM FAT TIRE AMBER 12-12 BTL,07,16.99,2
154,NEW BELGIUM FAT TIRE AMBER 6PK      ,07,8.99,2
157,NEW BELGIUM RANGER IPA 6PK          ,07,8.99,1
158,NEW BELGIUM SEASONAL 6PK            ,07,7.99,1
156,NEW BELGIUM TRIPPEL 6/12 OZ         ,07,8.49,2
320,NEWCASTLE BROWN ALE 6PK             ,07,8.49,2
327,NINKASI DOMINATION 22OZ             ,07,3.99,2
328,NINKASI SEASONAL                    ,07,3.99,1
329,NINKASI TTL DOM IPA 6PK             ,07,9.39,2
100,NO-LI BORN AND RAISED IPA 22        ,07,4.69,1
337,NOT YOUR FATHERS ROOT BEER 6PK      ,07,11.99,3
238,ODIN THORS EQUINOX 22               ,07,6.09,3
142,OLD RASPUTIN STOUT 4/12 OZ          ,07,8.39,1
284,ORLISON IPL 6PK CAN                 ,07,8.89,3
42,PABST 12PK                          ,07,9.99,5
40,PABST 16 OZ 6PK                     ,07,5.99,2
41,PABST 18PK                          ,07,13.99,3
189,PACIFICO 6PK                        ,07,8.89,5
97,PELICAN KIWANDACREAM ALE 6PK        ,07,9.39,1
98,PELICAN TSUNAMI STOUT               ,07,4.69,2
301,pFRIEM PILSNER                      ,07,3.79,2
302,PFRIEM SEASONAL 16.9                ,07,3.79,4
148,PIKE IPA 6PK                        ,07,7.99,6
145,PIKES MONKS UNCLE TRIPEL 22         ,07,4.69,3
341,PORTLAND BREWING SEASONAL           ,07,3.79,6
176,PYRAMID OUTBURST IMP IPA 12PK       ,07,16.99,4
175,PYRAMID OUTBURST IMP IPA 6PK        ,07,8.99,3
174,PYRAMID SEASONAL 22 OZ              ,07,3.79,4
172,PYRAMID SEASONAL 6PK                ,07,8.99,2
173,PYRAMIND APRICOT 6PK                ,07,8.99,1
171,PYRAMIND HEFEWEIZEN 6PK             ,07,8.99,5
139,RAINIER 16OZ 6PK CANS               ,07,5.99,4
140,RAINIER 18PK CANS                   ,07,13.99,2
245,RAMBLING ROUTE CIDER 4PK            ,07,8.32333333333333,6
36,RED HOOK SEASONAL                   ,07,8.49,3
38,RED HOOK SPORTS SERIES 6 PK         ,07,8.49,1
32,REDHOOK ESB 12/12 OZ BTL            ,07,15.99,3
37,REDHOOK ESB 6PK                     ,07,8.49,3
35,REDHOOK LONGHAMMER IPA 6PK          ,07,8.49,4
33,REDHOOK VTY 12PK                    ,07,15.99,4
265,REUBENS CRIKEY IPA 22               ,07,4.69,3
264,REUBENS ROBUST PORTER 22            ,07,4.69,2
340,ROGUE DEAD GUY ALE 6PK              ,07,9.99,2
339,ROGUE FARMS 7 HOP IPA 22            ,07,6.29,4
315,SAM ADAMS BOSTON LGR 6PK            ,07,8.99,2
319,SAPPORO CAN                         ,07,3.29,7
263,SCUTTLEBUTT SEASONAL 6PK BTL        ,07,8.39,2
322,SHINER BOCK                         ,07,8.99,2
12,SHOCK TOP 6PK                       ,07,8.49,1
224,SIERRA  NEVADA SEASONAL 6PK         ,07,8.09,10
226,SIERRA NEV PALE ALE 12PK            ,07,16.99,2
227,SIERRA NEV PALE ALE 6PK             ,07,8.49,4
225,SIERRA NEV TORPEDO 6PK              ,07,7.99,6
228,SIERRA NEVADA HOP HUNTER IPA 6PK    ,07,7.99,2
229,SIERRA NEVADA NOONER PILSNER        ,07,8.49,2
230,SIERRA NEVADA TORPEDO 12PK CAN      ,07,16.99,1
223,SIERRA NEVADA VTY 12PK              ,07,16.99,2
202,SILVER CITY SEASONAL                ,07,8.39,2
218,SNOQUALMIE COPPERHEAD PALE          ,07,4.69,7
221,SNOQUALMIE FALLS SEASONAL           ,07,4.69,5
222,SNOQUALMIE LIMITED RELEASE 22       ,07,6.09,6
220,SNOQUALMIE STEAM PORTER             ,07,4.69,4
219,SNOQUALMIE WILDCAT IPA 22OZ BTL     ,07,4.69,6
179,STELLA ARTOIS 12PK BTL              ,07,15.99,4
178,STELLA ARTOIS 6PK BTL               ,07,7.99,13
19,STELLA CIDRE 6 PK                   ,07,9.19,3
91,STONE ARROGANT BASTARD 22           ,07,4.69,3
90,STONE RUINATION IPA 22              ,07,5.59,2
321,STRONGBOW GOLD CIDER 6PK            ,07,8.99,1
268,TWO BEERS EVO IPA 6PK CAN           ,07,9.49,1
109,UINTA HOP NOSH IPA 6PK CAN          ,07,8.89,5
177,UNIBROUE TERRIBLE 25.4              ,07,10.29,1
64,WEINHARDS PRIVATE RESERVE 12PK      ,07,11.99,2
103,WIDMER HEFEWEIZEN 6PK               ,07,8.99,2
106,WIDMER OMISSION PALE 6PK            ,07,9.29,9
104,WIDMER UPHEAVAL IPA 6PK             ,07,8.99,1
241,10 BARREL APOCALYPSE IPA 22         ,08,3.99,4
242,10 BARREL APOCALYPSE IPA 6PK        ,08,9.29,3
244,10 BARREL BREWING PRAY FOR SNOW WINT,08,9.29,7
240,10 BARREL SEASONAL 22               ,08,7.49,3
252,2 TOWNS CIDER GINJANINJA 6PK        ,08,8.39,3
250,2 TOWNS CRISP APPLE CIDER           ,08,4.69,1
297,21ST AMENDMENT SEASONAL 6PK CAN     ,08,8.99,1
298,21ST AMENDMNT BREW FREE IPA 6PK     ,08,8.99,4
66,ALASKAN AMBER 6PK                   ,08,7.99,2
69,ALASKAN FREERIDE APA 6PK            ,08,7.99,4
68,ALASKAN ICY IPA 6PK                 ,08,7.99,3
67,ALASKAN SEASONAL 6PK                ,08,7.99,3
270,AMERICAN BLONDE                     ,08,3.79,2
272,AMERICAN CABOOSE STOUT 22           ,08,3.79,4
335,ANDERSON VALLEY BRBN BRL STOUT      ,08,9.39,5
309,ANGRY ORCH GREEN APPLE 6PK          ,08,8.99,2
306,ANGRY ORCHARD CRISP APL 12PK        ,08,16.99,2
308,ANGRY ORCHARD CRISP APL 16 CAN      ,08,1.89,3
317,ANGRY ORCHARD CRISP APL 6PK         ,08,8.59,5
311,ANGRY ORCHARD GREEN APPLE           ,08,1.89,3
231,ANTHEM CHERRY 4 PK                  ,08,10.29,1
287,ATLAS BLKBRY APPLE CIDER            ,08,6.09,4
277,BALEBREAKER TOPCUTTER IPA           ,08,9.24,2
102,BALLAST PT EVEN KEEL IPA 6PK        ,08,9.99,2
132,BEAR REPUBLIC BLACK STOUT           ,08,4.69,3
131,BEAR REPUBLIC RACER 5 IPA 22        ,08,4.69,2
215,BECKS 24OZ BTL                      ,08,2.29,8
17,BEST DAMN ROOT BEER 6PK             ,08,10.89,1
75,BITBURGER 4 PK CAN                  ,08,6.99,1
31,BITBURGER 4PK CAN                   ,08,6.09,5
255,BLACK RAVEN ROTATING IPA            ,08,4.69,6
254,BLACK RAVEN TRICKSTER IPA 22        ,08,4.69,7
113,BLUEMOON 12PK                       ,08,16.99,3
112,BLUEMOON 6PK                        ,08,8.99,5
296,BREAKSIDE WANDERLUST 22             ,08,4.69,7
11,BUD 18PK CAN                        ,08,17.99,1
20,BUD 25OZ CAN                        ,08,2.09,1
27,BUD LIGHT 18-12 BTL                 ,08,17.99,1
25,BUD LIGHT 24PK                      ,08,23.99,3
13,BUD LIGHT LIME 12PK BTLS            ,08,13.99,2
18,BUD LIGHT RESEALABLE 8PK            ,08,9.99,1
24,BUD LT 12PK CAN                     ,08,11.99,4
26,BUD LT 18PK CAN                     ,08,15.99,3
21,BUD LT 25 OZ CAN                    ,08,2.09,1
5,BUD LT 6PK 16 OZ CAN                ,08,7.49,1
7,BUD LT 6PK BTL                      ,08,7.49,3
14,BUD LT LIME 6PK BTL                 ,08,7.59,1
16,BUD LT PLATINUM 6PK BTL             ,08,7.59,1
79,CASCADE LAKES HOPSMACK 6PK          ,08,8.89,1
80,CASCADE LAKES PDLBOARD PORTER 6PK   ,08,8.89,3
30,CHELAN HARD CIDER                   ,08,7.49,2
118,COORS 16OZ 6PK CN                   ,08,7.49,2
119,COORS BANQUET 18/12 CAN             ,08,15.99,1
120,COORS BANQUET 9PK ALUMINUM          ,08,12.49,1
121,COORS BANQUET STUBBY 6PK            ,08,7.49,2
127,COORS LITE 16 OZ                    ,08,1.39,6
126,COORS LT 12PK BTL                   ,08,11.99,7
111,COORS LT 12PK CAN                   ,08,11.99,7
129,COORS LT 16OZ PK CN                 ,08,7.49,4
123,COORS LT 18PK CAN                   ,08,17.1328571428571,7
125,COORS LT 24OZ                       ,08,2.19,11
122,COORS LT 6PK BTL                    ,08,7.49,3
128,COORS LT 9PK ALUM BTL               ,08,12.49,1
130,COORS PEAK GLUTEN FREE 6PK          ,08,7.99,1
192,CORONA 12PK BTL                     ,08,14.99,2
194,CORONA 24OZ BTL                     ,08,2.79,2
191,CORONA 6PK BTL                      ,08,8.89,4
195,CORONA LT 12PK BTL                  ,08,14.99,3
193,CORONA LT 6PK BTL                   ,08,8.89,4
236,CRABBIES GINGER BEER                ,08,4.29,2
237,CRABBIES SPICED ORANGE              ,08,4.29,3
289,D'S WICKED GREEN APPLE CIDER        ,08,7.49,2
163,DESCHUTES BLK BUTTE PORTER 6PK      ,08,7.86625,5
170,DESCHUTES CHAINBRAKER W IPA         ,08,8.99,2
164,DESCHUTES CHASIN' FRESHIES IPA 22   ,08,6.09,1
160,DESCHUTES FRESH SQUEEZED IPA 6PK    ,08,10.99,3
161,DESCHUTES INVERSION IPA 6PK         ,08,8.99,4
166,DESCHUTES MIRRORPND PALE 6PK        ,08,8.99,1
162,DESCHUTES PINEDROP IPA 6PK          ,08,10.99,1
165,DESCHUTES RIVER ALE                 ,08,8.99,1
169,DESCHUTES SEASONAL 6PK              ,08,8.99,2
134,DOS EQUIS AMBER 6PK                 ,08,8.39,3
135,DOS EQUIS LAGER 6PK                 ,08,8.39,5
253,ECLIPTIC ORBITER IPA 22             ,08,4.69,6
205,ELYSIAN IMPORTAL IPA 6PK            ,08,9.29,6
214,ELYSIAN MANIC IPA SERIES 22         ,08,5.59,1
206,ELYSIAN MENS ROOM RED ALE 22 OZ NR  ,08,4.39,5
207,ELYSIAN MENSROOM RED 6PK            ,08,9.29,2
212,ELYSIAN SPACE DUST 6PK              ,08,12.09,8
211,ELYSIAN SPACE DUST IPA              ,08,5.59,4
77,FIRESTONE WALKER UNION JACK         ,08,5.59,1
108,FOSTERS LAGER 25.4 CAN              ,08,2.39,17
257,FREEMONT UNIVERSAL PALE             ,08,4.09,2
258,FREMONT INTERURBAN IPA 22           ,08,4.09,2
260,FREMONT IPA 6PK CAN                 ,08,9.49,1
259,FREMONT UNIVERSAL PALE 6PK CAN      ,08,9.49,2
247,FT GEORGE VORTEX IPA 4PK CAN        ,08,11.19,2
46,FULL SAIL AMBER 6PK                 ,08,7.99,4
45,FULL SAIL IPA 6PK                   ,08,7.99,4
48,FULL SAIL PILSNER 6PK               ,08,7.99,4
43,FULL SAIL SEASONAL 6PK              ,08,7.99,1
294,GIGANTIC IPA 22                     ,08,5.19,1
181,GREAT DIVIDE TITAN IPA 6PK BTL      ,08,9.39,3
234,GUINESS BLONDE 6 PK NR              ,08,8.99,2
233,GUINNESS DRAUGHT 4PK CAN            ,08,8.39,5
232,GUINNESSS DRAUGHT 6PK BTL           ,08,9.39,3
217,HAAKE BECK NON ALCOHOL 6/12 OZ      ,08,7.49,1
187,HALES SUPERGOOSE IPA 22             ,08,4.69,1
188,HALES VARIETY 6 PK CAN              ,08,7.99,1
153,HEINEKEN 12PK BTL                   ,08,14.99,1
152,HEINEKEN 6PK BTL                    ,08,8.89,1
180,HOEGAARDEN WHITE 6PK                ,08,9.19,1
278,HOP VALLEY ALPHACENTARI 22          ,08,4.49,9
282,HOP VALLEY CITRUS MISTRESS 22       ,08,4.49,4
281,HOP VALLEY SEASONAL 22              ,08,4.49,10
279,HOP VALLEY SEASONAL 6PK CAN         ,08,8.99,2
239,HUB SEASONAL 22                     ,08,5.19,1
54,ICEHOUSE 6PK/16 CAN                 ,08,5.19,1
274,IRON HORSE IRISH DEATH              ,08,4.69,4
184,KONA BIG WAVE GLDN ALE 6PK          ,08,8.99,1
182,KONA CASTAWAY IPA 6PK               ,08,8.99,2
185,KONA ISLAND HOPPER VTY 12PK         ,08,16.99,1
183,KONA LONGBOARD LAGER 6PK            ,08,8.99,4
303,KULSHAN BASTARD KAT IPA 6 PK CAN    ,08,9.39,3
138,LAGUNITAS IPA 12PK                  ,08,17.49,3
136,LAGUNITAS IPA 6PK                   ,08,8.99,5
137,LAGUNITAS LTL SUMPN 6PK             ,08,9.99,1
332,LAURELWOOD WORKHORSE IPA 6PK        ,08,7.99,3
59,LITE 12PK 16FZ                      ,08,11.99,4
56,LITE 16oz ALUM 9PK                  ,08,12.49,3
290,MAUI BIKINI BLONDE LAGER 6PK CAN    ,08,11.19,4
292,MAUI COCONUT PORTER 4 PK CAN        ,08,10.29,1
9,MICHELOB ULTRA 6/12 OZ NR           ,08,7.59,2
61,MICKEYS MALT LIQ 6PK                ,08,6.49,2
81,MIKES HARDER BLK CHRY 16            ,08,1.79,7
82,MIKES HARDER CRANBRY 16             ,08,1.79,10
88,MIKES HARDER LEMONADE 16            ,08,1.79,11
86,MIKES HARDER STRBRY 16              ,08,1.79,5
89,MIKES HRDR LTD ED 16 CAN            ,08,1.79,1
83,MIKES MANGO PUNCH 6-11.2OZ BTL      ,08,8.99,1
84,MIKES SEASONAL 6PK                  ,08,8.99,2
51,MILLER HIGH LIFE 16 OZ 6PK          ,08,5.99,1
58,MILLER LITE 12/12 OZ NR             ,08,11.99,1
57,MILLER LITE 18PK CAN                ,08,17.99,1
52,MILLER LITE 24OZ CAN                ,08,2.19,1
197,MODELO ESPECIAL 18PK CAN            ,08,20.99,2
199,MODELO ESPECIAL 24 CAN              ,08,2.39,3
200,MODELO ESPECIAL 6PK                 ,08,8.89,1
4,NAT ICE 6PK 16OZ CAN                ,08,5.09,1
154,NEW BELGIUM FAT TIRE AMBER 6PK      ,08,8.99,5
159,NEW BELGIUM RAMPANT 6PK             ,08,8.99,1
157,NEW BELGIUM RANGER IPA 6PK          ,08,8.99,1
327,NINKASI DOMINATION 22OZ             ,08,3.99,7
328,NINKASI SEASONAL                    ,08,3.99,3
330,NINKASI SEASONAL 6PK                ,08,9.39,5
329,NINKASI TTL DOM IPA 6PK             ,08,9.39,4
99,NO LI EMPIRE 8 SESSION IPA 22       ,08,4.69,2
238,ODIN THORS EQUINOX 22               ,08,6.09,4
142,OLD RASPUTIN STOUT 4/12 OZ          ,08,8.39,2
285,ORLISON HAVANUTHER PILS 6PK CAN     ,08,8.89,1
284,ORLISON IPL 6PK CAN                 ,08,8.89,2
42,PABST 12PK                          ,08,9.99,2
40,PABST 16 OZ 6PK                     ,08,5.99,5
41,PABST 18PK                          ,08,13.99,2
98,PELICAN TSUNAMI STOUT               ,08,4.69,2
301,pFRIEM PILSNER                      ,08,3.79,5
302,PFRIEM SEASONAL 16.9                ,08,3.79,3
144,PIKE 5X STOUT 22                    ,08,4.69,2
148,PIKE IPA 6PK                        ,08,7.99,1
145,PIKES MONKS UNCLE TRIPEL 22         ,08,4.69,3
341,PORTLAND BREWING SEASONAL           ,08,3.79,1
176,PYRAMID OUTBURST IMP IPA 12PK       ,08,16.99,5
175,PYRAMID OUTBURST IMP IPA 6PK        ,08,8.99,3
174,PYRAMID SEASONAL 22 OZ              ,08,3.79,1
172,PYRAMID SEASONAL 6PK                ,08,8.99,2
173,PYRAMIND APRICOT 6PK                ,08,8.99,1
171,PYRAMIND HEFEWEIZEN 6PK             ,08,8.99,2
139,RAINIER 16OZ 6PK CANS               ,08,5.99,6
140,RAINIER 18PK CANS                   ,08,13.99,2
245,RAMBLING ROUTE CIDER 4PK            ,08,7.99,3
36,RED HOOK SEASONAL                   ,08,8.49,3
32,REDHOOK ESB 12/12 OZ BTL            ,08,15.99,2
37,REDHOOK ESB 6PK                     ,08,8.49,1
35,REDHOOK LONGHAMMER IPA 6PK          ,08,8.49,3
265,REUBENS CRIKEY IPA 22               ,08,4.69,3
264,REUBENS ROBUST PORTER 22            ,08,4.69,3
340,ROGUE DEAD GUY ALE 6PK              ,08,9.99,1
339,ROGUE FARMS 7 HOP IPA 22            ,08,6.29,3
315,SAM ADAMS BOSTON LGR 6PK            ,08,8.99,1
262,SCUTTLEBUTT IPA 6PK                 ,08,8.39,1
263,SCUTTLEBUTT SEASONAL 6PK BTL        ,08,8.39,1
47,SESSION IPA 12PK                    ,08,12.99,3
322,SHINER BOCK                         ,08,8.99,3
12,SHOCK TOP 6PK                       ,08,8.49,2
224,SIERRA  NEVADA SEASONAL 6PK         ,08,8.59,5
226,SIERRA NEV PALE ALE 12PK            ,08,16.99,8
227,SIERRA NEV PALE ALE 6PK             ,08,8.99,1
225,SIERRA NEV TORPEDO 6PK              ,08,8.39,5
229,SIERRA NEVADA NOONER PILSNER        ,08,7.99,2
230,SIERRA NEVADA TORPEDO 12PK CAN      ,08,16.99,1
223,SIERRA NEVADA VTY 12PK              ,08,16.99,1
218,SNOQUALMIE COPPERHEAD PALE          ,08,4.69,10
221,SNOQUALMIE FALLS SEASONAL           ,08,4.69,9
222,SNOQUALMIE LIMITED RELEASE 22       ,08,6.09,2
220,SNOQUALMIE STEAM PORTER             ,08,4.69,4
219,SNOQUALMIE WILDCAT IPA 22OZ BTL     ,08,4.69,3
179,STELLA ARTOIS 12PK BTL              ,08,14.99,4
178,STELLA ARTOIS 6PK BTL               ,08,8.65666666666667,9
19,STELLA CIDRE 6 PK                   ,08,9.19,3
91,STONE ARROGANT BASTARD 22           ,08,4.69,6
